mz,MSS1a.mzML,MSS2a.mzML,MSS3a.mzML,MSS4a.mzML,MSS5a.mzML,MSS5a1.mzML,MSS5a2.mzML,MSS5a3.mzML,MSS6a.mzML,MSS13a.mzML,MSS13a1.mzML,MSS13a2.mzML,MSS13a3.mzML,MSS10a.mzML,MSS11a.mzML,MSS11a1.mzML,MSS11a2.mzML,MSS11a3.mzML,MSS14a.mzML,MSS14a1.mzML,MSS14a2.mzML,MSS14a3.mzML,n_blank,pval,qval,mz,MSS12b2.mzML,MSS12b1.mzML,MSS12b3.mzML,MSS12b.mzML,n_blank
294.20662851302734,0.18072532675297084,0.15869862761795595,0.0982815992348233,0.48073771883458827,nan,0.4076054497614707,0.3546621785987219,0.36472576711170757,0.2507305273134946,0.15048386809988615,0.3745200384244874,0.34655166852326336,0.2958899761992309,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,4.6382967375595074e-09,1.7486378700599344e-06,294.2066249359081,nan,nan,0.21279969391595752,nan,9
223.0966966238663,8.683988248363141,15.520138000266865,5.846905288806361,9.144944419982291,2.2784080396264805,0.6948369031270735,0.959078113598489,1.19375970807825,3.944999884171413,3.0249672514691457,2.020113184437559,1.5149307626695128,1.3283790143693073,nan,0.5750867680114774,nan,nan,nan,1.5984828884308064,nan,nan,nan,3,8.5073507050945719e-07,0.00024054534118654903,223.0967271487328,0.4854951555134378,nan,nan,nan,3
364.9641672708975,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5008086786482233,0.36313806806535975,0.5712851274245667,0.8843215399376387,nan,0.7578130190785459,0.8987545703193554,0.7620166371131933,1,2.9122153795346449e-06,0.00047053079917909766,364.9642331498866,nan,nan,nan,0.14147716489656745,1
327.17593850563134,nan,nan,nan,nan,nan,nan,1.3576749884450776,nan,nan,nan,nan,nan,nan,0.3170285738366047,4.290140874665127,1.592738295487526,2.361160912432194,3.3198015760994912,nan,3.0908239566168842,3.45406182584261,3.5568058647309506,2,3.6396103555201081e-06,0.00045737770134369359,327.1759314993903,nan,0.6496312163185469,0.3726650735853027,1.616049981527411,2
124.09703586735463,3.2199538054644004,1.0760459291531377,0.5059302394880358,0.9742294972086538,0.4089398229043303,0.27289930039533705,0.32232001950234807,nan,0.5736974788244346,0.6641426183376322,1.382473711932295,0.6865798970104293,0.49004477147031744,nan,nan,nan,nan,nan,0.4583311732944415,nan,nan,nan,9,3.8540690407010515e-06,0.00043589520850328891,124.09704406604865,0.37812009979146055,nan,nan,nan,9
404.2200098980612,3.34182446826649,2.050505779874001,1.291251101145746,3.618750303091265,1.0266029054088917,4.4095155879299135,1.1036768775428394,0.9692315042192977,4.46384496053223,2.6302222441909895,1.3217976764255863,1.6804317502910635,0.8975250029960882,0.11519732563702123,1.663112715058576,nan,nan,nan,2.5008728525861894,nan,nan,nan,7,3.2626237175278158e-05,0.0033545703859308722,404.2202288713472,nan,1.0767656303627746,nan,0.8080703860001593,7
283.1177664655883,37.571918466811596,5.570294464138281,15.979042311790252,5.065482283085509,1.3091936686273573,nan,nan,nan,12.685453812120292,26.70798707557825,27.347226651474536,6.925221029548073,4.131740697277041,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,4.7137277551665956e-05,0.0044426884092445161,283.1178946868658,nan,nan,0.2870613422983519,nan,0
327.0082160428099,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.4738249727619719,2.5264784414897097,2.385591813957874,2.4161236122974974,nan,nan,1.2878601795442355,1.3972614159542949,10,9.5410535304776224e-05,0.0071939543619801271,327.00819673150835,2.7719509875063446,1.9387344182340616,2.910071232436262,1.3490248988344884,10
230.9904123252886,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.43145973532535464,1.1249579576585307,0.7765782651064645,nan,1.1679319134875707,1.083725327476736,1.1192514775907554,0,9.6077376514188583e-05,0.0067914695523467053,230.990433669739,nan,0.2739686927534739,0.426022449569282,nan,0
272.0655014873042,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5519868294496518,0.35820840494260753,nan,1.6659402069414966,0.3969095674518507,nan,nan,0.4450070732648612,0.45869483879497325,1,9.8122440276378757e-05,0.0065280282325049632,272.0655714030489,nan,0.2800230142994135,nan,0.8899383498034258,1
348.9902687881293,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24150734286630224,0.31791121688185386,1.049568834050347,nan,0.8600290029284937,1.2118775706838152,0.9062829625854826,3,9.9575106835429007e-05,0.0062566358794927893,348.9902170787168,nan,nan,0.39700099721002335,nan,3
130.52593666426978,nan,nan,nan,nan,nan,nan,0.6471569817839087,0.40397512406293634,nan,nan,nan,nan,nan,0.15545546345307457,0.581701285722584,0.5363471419563284,1.1744958623133677,1.0602826194275004,0.31265991757222567,nan,0.7111548581111036,0.9264902999527304,1,0.00012572634369326181,0.0071098247358539549,130.52593939615545,nan,0.3798310903754548,nan,0.5599193360460127,1
305.1281140004943,nan,nan,nan,nan,nan,nan,0.6158994787130285,nan,nan,nan,nan,nan,nan,nan,2.1390572099164316,0.6190288890077856,1.0980382586057624,1.3709393367788425,nan,1.3825507044920466,1.4135194708651098,1.6416557611981573,1,0.00012918311517581203,0.0069574334887544482,305.12815647900817,nan,nan,nan,0.9801324030086912,1
113.96390857609977,0.6527113729705999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5490780451353648,3.99526452324832,0.5587252206693877,1.559470658193787,0.8418148165631102,0.45174564065814804,nan,0.39104448699380995,nan,1,0.00016968089987387582,0.00834387381553711,113.96391773140981,nan,0.23155525631315946,nan,nan,1
227.16436113544952,0.4435405849367668,0.33978901339855705,0.4017170505173826,1.2822698095075868,0.30370273992813546,0.7239873103512183,0.5090718644955144,0.546745213338522,0.5963466218026606,nan,0.55845263026357,0.8115637052084902,0.5752050436743282,nan,nan,0.6774446543999042,nan,0.47039838844674103,nan,nan,nan,nan,9,0.00018758076650546369,0.0088397436215699766,227.16438533010557,0.9018621732790869,nan,0.8848156590067514,nan,9
184.08396409809788,0.3295826293608024,0.20696374076215682,0.33548438867782426,0.6103062519538243,nan,0.43022253280702877,0.3482462587129276,0.462421002683453,0.4638800517985777,0.6587204793760578,0.48698624630197845,0.6999529437127783,0.5791880399465327,nan,nan,0.724640700421329,nan,nan,0.6254937953676332,nan,nan,nan,9,0.000266488258136792,0.01205592879810847,184.0838956937805,1.1318021625694696,0.6270966127832941,0.9098310184103324,nan,9
230.2480283467384,1.521653067867616,0.25987567580838805,0.7838052495309418,0.8931115031291537,nan,0.9009740387469458,0.22975630030326344,1.3426559430334344,1.2702519898873228,0.7144582088346502,0.4068008627905233,0.24405168319528933,0.10280251900177353,nan,1.2561785436746182,nan,nan,nan,0.604490079710139,nan,nan,nan,10,0.00030922985637918453,0.013451498752494528,230.24806872610736,nan,nan,nan,0.33748190268763517,10
149.0235058839598,13.939359708586103,21.03843811746653,9.927212939382171,13.487298520354337,3.8392671115819117,2.534289346058773,2.85143823931799,4.221083812198099,6.992412929970376,10.60976311550047,5.667233536560296,6.239813871317209,5.067013694298983,0.21905088773470827,2.8618361567405035,3.179861613710579,2.6632625115291475,2.0955170864065535,4.291768563019609,1.1371629007958115,1.3778376528275447,1.6307412516006161,10,0.00039623735579324309,0.014938148313405264,149.02350211284576,3.1202193892587307,2.7036780167654793,4.2598134332753945,2.8432969657612506,10
330.33694013673687,0.6467226994892451,0.4131566462780748,0.5254029630641603,1.134821208623489,0.37895238711292834,0.37903931642281957,0.4231504326076761,0.4491431536040321,1.1024314364316117,0.38141754042333853,0.42007926650187666,0.5724196426622178,0.34472896365184247,nan,0.4133502508598445,0.41362884208089495,0.3091535482332305,nan,0.47158638023232835,nan,nan,nan,9,0.00072186018154532863,0.026336253720250537,330.3369783096369,0.6229599629835291,0.4862230886481482,0.36029566033300986,0.3473127562352803,9
210.1701664222672,0.9040132176850104,0.5730942823568984,0.5601286580838098,1.2646970801677964,0.39436672890138036,0.5736111319239734,0.4611239193460127,0.4677032270198455,0.9753081875760715,0.6147118958279575,0.5446671106131088,0.8645494527904333,0.5800921116927803,nan,0.48792801197142127,0.5278178434127869,0.46788367817835463,nan,0.805388563365164,nan,nan,nan,9,0.00085373892315759392,0.029259961275492082,210.17019972512972,0.7923388103894098,0.5054707973066902,0.4655698768001026,0.38366764023096034,9
97.99156750069594,1.3576892854159595,0.8794183336717853,1.4983074645804026,0.7683131836116794,0.6524393549058564,3.685567924855822,7.621502263517008,5.274172322926562,1.950284050982128,2.492312641576101,2.3763649793553543,1.6921779388641554,2.7343851335999982,6.928126215394129,4.3958978818407815,5.109334782534448,5.999915382179549,5.345012757241177,4.584552780352446,4.556977158633655,4.347822720780146,5.665032290548474,11,0.0010042600367985354,0.03340641475350422,97.99157080097406,2.1428882633518906,1.7803082162260837,3.5331390059393617,9.773980351792481,11
328.17935362585155,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8492057607904706,nan,nan,0.7603521137566837,nan,0.7236048007470964,0.6247859790004804,0.8157294311116083,0,0.0010150058601875018,0.03279918936777327,328.17948454478943,nan,nan,nan,0.4140552282642198,0
404.23615222109225,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6545385739161106,0.6551160101629593,0.4734801116830242,nan,nan,0.3026158885268763,0.32576526750545853,3,0.0010237872580914457,0.031294686186525006,404.23639256964475,0.8493861475913811,nan,0.849426236122068,nan,3
224.0531433499746,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.59897923107498,0.5774526577634406,1.0941643502715483,0.7749854827323729,nan,0.3172373539647987,nan,nan,0,0.00107784384054325,0.031257471375754249,224.0530547579208,0.4542902259874069,0.34241996896121163,0.42915852326165643,nan,0
202.0711236978032,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.6603998551361,1.0533455574363366,1.562746673896354,0.36938296953024985,0.404567094166078,nan,nan,nan,0,0.0011159735470464697,0.031554152042738932,202.07108656266746,1.7855409394552282,0.5611488964983505,nan,nan,0
70.01283662945568,3.058152007521601,2.103384403396569,3.155865272144284,1.6963797163331151,1.50847198011615,6.608153112100046,13.986200974713073,12.045869508021084,5.9118281468634795,6.178694931819156,3.6382381098964545,2.6521345688311295,5.122256953983616,31.009131038817337,13.537223115359236,11.17268082389855,11.15944672815021,8.829930043496738,11.169789993404217,8.16178649718099,7.594222424723891,8.49298671706166,10,0.0011341031029376703,0.031284649010305005,70.01283775093061,4.606526352609823,3.47715816137534,6.711933020007343,25.92004615697522,10
79.02147268736907,2.9832251580766456,1.8489181585922996,nan,6.286330114871772,1.533381533506146,nan,2.5442060169458123,3.2009366035784437,3.79352758505856,nan,3.1563668510793614,4.696454829111591,4.14404293815932,nan,nan,nan,nan,nan,4.005610909328856,nan,nan,nan,9,0.0012352377848865335,0.033263188921587368,79.02147418802187,5.028785289865583,3.5644845860132595,5.5452294055018285,nan,9
90.52610607278804,1.6238817262990202,1.1802753806627142,1.6662575608592847,1.0101423856490495,0.8681426443399046,2.9319749052444943,6.010824828951225,4.451434434227002,2.7256583707604194,2.485783757744588,1.631606929902068,1.2442393178950177,2.1959117711762692,7.717440222611681,5.274172586345663,4.3962312441531886,4.363940964163633,3.1951021768413743,5.969447025726253,3.3462760697842606,3.0443120464513203,3.609203586380721,10,0.0012473189376294657,0.032807388801370366,90.52611398284427,2.0154636120003766,1.6486783681878472,2.645502272530586,10.298433026135422,10
186.14906277482754,0.6776454784053544,0.40920464772491855,0.4821074601773461,1.0531338676860391,nan,0.5598672716006818,0.44342808919697496,0.4302760402795042,0.789128045702005,0.4463566651635496,0.484767383046803,0.5340342565332433,0.5393035169675545,nan,0.40326451061170593,0.375934842006458,nan,nan,0.5167105379885634,nan,nan,nan,9,0.0015740239091333013,0.038700457418038348,186.14903452134212,0.48702794515633585,0.39043092055720935,0.36446970948409746,nan,9
81.52082558438839,1.5578708988700853,0.9215861880767472,1.3119986724691954,0.7116393204471723,0.727295005148647,3.475155299816189,7.724897803699786,4.980417238814195,2.293331675212666,2.9042587745096085,1.7898880548826983,1.3242552117703703,2.484117088774347,11.003678079338894,5.5736598214490165,5.1562792269791355,5.46532757108662,3.6070965541274678,4.788038690474015,3.6406447694588535,3.327115639270767,4.482595460258273,10,0.0019665714455946795,0.044483846099351652,81.520830614555,2.234354280920893,1.7186908124116396,3.100577646961145,11.963931653458856,10
74.9755966755566,2.4046039213640165,2.168707545541758,3.6169437439006966,1.7293636728165867,2.0252131023183195,6.6497764041154,13.78063274454547,9.216382374025446,6.8170047486243135,4.860406110438002,3.0206820127278284,2.253584730706059,3.4951747214986177,14.138904718864872,11.24403139241575,8.28986957431515,8.83643256225711,7.604985514806082,8.760329725171529,6.132029002907424,6.427288071255189,8.757329390166259,11,0.0022158283401177269,0.049139252013198999,74.97560227749699,3.191332665080732,2.426579842989215,5.160781616841831,16.31120865009915,11
